seq,stamp,pose_source,f2f_init_used,map_converged,map_degenerate,map_score,f2f_init_score,map_conf_raw,map_conf,f2f_conf,w_f2f_t,w_f2f_r,w_f2f_ax,w_f2f_nonax,prior_mult,prior_hit_ratio,prior_avg_conf,prior_core_hit_ratio,prior_band_hit_ratio,prior_inner_hit_ratio,wall_ratio_inner,wall_relief_inner,wall_r,wall_r_axial_scale,inc_unknown_ratio,inc_stable_ratio,r_inc_static,inc_static_axial_scale,px,py,pz,qw,qx,qy,qz
1447,150.116000000,fused_map_f2f,1,1,0,0.104993581,0.018171531,0.821900410,0.821900410,0.100000000,0.013338484,0.013338484,0.043851479,0.003368317,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.521739130,0.237682643,0.408116535,1.000000000,0.934963100,0.552188552,0.516275920,1.017751728,90.670051575,17.395919800,0.731762052,0.999998987,-0.001418644,0.000092719,-0.000047765
1448,150.213000000,fused_map_f2f,1,1,0,0.104197992,0.018396453,0.825049616,0.825049616,0.100000000,0.013288248,0.013288248,0.043757690,0.003355504,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.500000000,0.155028968,0.362011587,1.000000000,0.936632747,0.577060932,0.540494166,1.019366278,90.766319275,17.396701813,0.732211232,0.999999106,-0.001322210,0.000086944,-0.000044977
1449,150.322000000,fused_map_f2f,1,1,0,0.104112420,0.020265196,0.825388338,0.825388338,0.100000000,0.013282867,0.013282867,0.043690914,0.003354131,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.514705882,0.236535456,0.403437712,1.000000000,0.936308694,0.557894737,0.522361692,1.018157446,90.837615967,17.397146225,0.732309520,0.999999285,-0.001177261,0.000099708,-0.000033871
1450,150.420000000,fused_map_f2f,1,1,0,0.109882959,0.031627026,0.802546621,0.802546621,0.100000000,0.013655756,0.013655756,0.044889602,0.003449266,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.514705882,0.273229207,0.418115212,1.000000000,0.935228332,0.562724014,0.526275441,1.018418363,90.902206421,17.396377563,0.732662141,0.999999225,-0.001244083,0.000078352,-0.000018149
1451,150.517000000,fused_map_f2f,1,1,0,0.105738701,0.027710024,0.818950974,0.818950974,0.100000000,0.013385880,0.013385880,0.043980166,0.003380407,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.538461538,0.235341835,0.417213657,1.000000000,0.936655799,0.542553191,0.508185593,1.017212373,90.992065430,17.396104813,0.732667327,0.999999285,-0.001192535,0.000082130,-0.000041272
1452,150.637000000,fused_map_f2f,1,1,0,0.107325012,0.031724240,0.812671828,0.812671828,0.100000000,0.013487911,0.013487911,0.044330087,0.003406437,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.542857143,0.262463401,0.430699646,1.000000000,0.940459447,0.550000000,0.517252696,1.017816846,91.070426941,17.396808624,0.732513607,0.999999404,-0.001078256,0.000086095,-0.000034025
1453,150.732000000,fused_map_f2f,1,1,0,0.106884969,0.018782168,0.814413663,0.814413663,0.100000000,0.013459452,0.013459452,0.044271706,0.003399176,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.500000000,0.251434360,0.400573744,1.000000000,0.938785047,0.563380282,0.528892984,1.018592866,91.137718201,17.396318436,0.732012630,0.999999404,-0.001065505,0.000079298,-0.000047797
1454,150.829000000,fused_map_f2f,1,1,0,0.105864404,0.015993620,0.818453400,0.818453400,0.100000000,0.013393908,0.013393908,0.044113359,0.003382455,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.522388060,0.172262936,0.382338010,1.000000000,0.939578454,0.582417582,0.547227012,1.019815134,91.203056335,17.396463394,0.732150078,0.999999583,-0.000904373,0.000022120,-0.000036312
1455,150.933000000,fused_map_f2f,1,1,0,0.106677046,0.016170547,0.815236694,0.815236694,0.100000000,0.013446047,0.013446047,0.044301770,0.003395756,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.523076923,0.192017323,0.390653083,1.000000000,0.938468765,0.591603053,0.555200987,1.020346732,91.261878967,17.396429062,0.731984019,0.999999404,-0.001069800,0.000083164,-0.000058743
1456,151.015000000,fused_map_f2f,1,1,0,0.104982357,0.029647241,0.821944837,0.821944837,0.100000000,0.013337773,0.013337773,0.043826559,0.003368136,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.578125000,0.298480400,0.466267160,1.000000000,0.936881771,0.542253521,0.508027439,1.017201829,91.381340027,17.396797180,0.731664956,0.999999344,-0.001125581,0.000082867,-0.000042799
1457,151.115000000,fused_map_f2f,1,1,0,0.107235370,0.017502861,0.813026662,0.813026662,0.100000000,0.013482104,0.013482104,0.044324524,0.003404955,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.507246377,0.208089132,0.387583479,1.000000000,0.938765897,0.555956679,0.521913170,1.018127545,91.443817139,17.396800995,0.732028842,0.999999464,-0.001020421,0.000069007,-0.000039844
1458,151.214000000,fused_map_f2f,1,1,0,0.103378107,0.012746669,0.828294993,0.828294993,0.100000000,0.013236872,0.013236872,0.043562386,0.003342400,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.560606061,0.260403748,0.440525135,1.000000000,0.939322672,0.563176895,0.529004826,1.018600322,91.552223206,17.396724701,0.731583774,0.999999702,-0.000795649,0.000058540,-0.000056870
1459,151.333000000,fused_map_f2f,1,1,0,0.104467687,0.026587334,0.823982072,0.823982072,0.100000000,0.013305235,0.013305235,0.043786734,0.003359836,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.597014925,1.000000000,0.758208955,1.000000000,0.940009447,0.565217391,0.531309688,1.018753979,91.648811340,17.396793365,0.732223988,0.999999464,-0.001013720,0.000062075,-0.000046406
1460,151.424000000,fused_map_f2f,1,1,0,0.103260561,0.028555679,0.828760278,0.828760278,0.100000000,0.013229539,0.013229539,0.043533055,0.003340530,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.537313433,0.233602836,0.415829194,1.000000000,0.940284360,0.560283688,0.526825989,1.018455066,91.754241943,17.396883011,0.732098758,0.999999702,-0.000796977,0.000061857,-0.000053564
1461,151.518000000,fused_map_f2f,1,1,0,0.104411525,0.039512281,0.824204379,0.824204379,0.100000000,0.013301694,0.013301694,0.043764615,0.003358933,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.537313433,0.201404740,0.402949956,1.000000000,0.938629876,0.561837456,0.527357422,1.018490495,91.814865112,17.396869659,0.732404411,0.999999583,-0.000916438,0.000049148,-0.000048482
1462,151.613000000,fused_map_f2f,1,1,0,0.102735751,0.020916214,0.830837653,0.830837653,0.100000000,0.013196897,0.013196897,0.043441611,0.003332205,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.562500000,0.324828780,0.467431512,1.000000000,0.938512869,0.566308244,0.531487575,1.018765838,91.874282837,17.396867752,0.731629848,0.999999583,-0.000899536,0.000080879,-0.000058484
1463,151.730000000,fused_map_f2f,1,1,0,0.102182632,0.019279001,0.833027082,0.833027082,0.100000000,0.013162668,0.013162668,0.043282843,0.003323476,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.485294118,0.260070514,0.395204676,1.000000000,0.937052933,0.547703180,0.513226871,1.017548458,91.965293884,17.397254944,0.731900394,0.999999523,-0.000954628,0.000035179,-0.000030252
1464,151.818000000,fused_map_f2f,1,1,0,0.102045942,0.014856182,0.833568145,0.833568145,0.100000000,0.013154237,0.013154237,0.043312763,0.003321326,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.514285714,0.290484964,0.424765414,1.000000000,0.940839695,0.567765568,0.534176383,1.018945092,92.014587402,17.398134232,0.731823444,0.999999821,-0.000587091,0.000070711,0.000003919
1465,151.920000000,fused_map_f2f,1,1,0,0.105330644,0.048084699,0.820566201,0.820566201,0.100000000,0.013359882,0.013359882,0.043925853,0.003373776,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.558823529,0.211279322,0.419805846,1.000000000,0.940669856,0.551236749,0.518531794,1.017902120,92.078628540,17.397443771,0.731905401,0.999999762,-0.000687920,0.000054362,-0.000026536
1466,152.015000000,fused_map_f2f,1,1,0,0.102991792,0.032194703,0.829824156,0.829824156,0.100000000,0.013212802,0.013212802,0.043413080,0.003336262,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.529411765,0.184429005,0.391418661,1.000000000,0.941938580,0.533333333,0.502367242,1.016824483,92.155822754,17.396415710,0.731085777,0.999999642,-0.000857479,0.000056505,-0.000045551
1467,152.129000000,fused_map_f2f,1,1,0,0.104095171,0.017164907,0.825456613,0.825456613,0.100000000,0.013281783,0.013281783,0.043657888,0.003353855,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.544117647,0.236371523,0.421019198,1.000000000,0.941798942,0.543165468,0.511552663,1.017436844,92.230789185,17.396142960,0.731342316,0.999999583,-0.000905543,0.000001708,-0.000019520
