seq,stamp,pose_source,f2f_init_used,map_converged,map_degenerate,map_score,f2f_init_score,map_conf_raw,map_conf,f2f_conf,w_f2f_t,w_f2f_r,w_f2f_ax,w_f2f_nonax,prior_mult,prior_hit_ratio,prior_avg_conf,prior_core_hit_ratio,prior_band_hit_ratio,prior_inner_hit_ratio,wall_ratio_inner,wall_relief_inner,wall_r,wall_r_axial_scale,inc_unknown_ratio,inc_stable_ratio,r_inc_static,inc_static_axial_scale,px,py,pz,qw,qx,qy,qz
1475,152.921000000,fused_map_f2f,1,1,0,0.108489548,0.017628605,0.808062205,0.808062205,0.100000000,0.013563810,0.013563810,0.044185327,0.003425803,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.569230769,0.285829123,0.455870111,1.000000000,0.941695247,0.539007092,0.507580417,1.008586014,93.294349670,17.398073196,0.731796563,0.999999940,-0.000321956,0.000064070,-0.000015888
1476,153.018000000,fused_map_f2f,1,1,0,0.106550566,0.024484749,0.815737342,0.815737342,0.100000000,0.013437905,0.013437905,0.043757641,0.003393679,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.529411765,0.295851999,0.435987858,1.000000000,0.939823875,0.516891892,0.485787341,1.007859578,93.376907349,17.398092270,0.732151210,0.999999881,-0.000475617,0.000061682,0.000006126
1477,153.115000000,fused_map_f2f,1,1,0,0.109196586,0.025079256,0.805263513,0.805263513,0.100000000,0.013610309,0.013610309,0.044325752,0.003437668,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.612903226,0.255647937,0.470001110,1.000000000,0.942815249,0.533568905,0.503056900,1.008435230,93.441459656,17.397994995,0.732235551,0.999999940,-0.000312088,0.000080607,-0.000015501
1478,153.222000000,fused_map_f2f,1,1,0,0.109575326,0.038218679,0.803764335,0.803764335,0.100000000,0.013635349,0.013635349,0.044413704,0.003444058,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.587301587,0.280207476,0.464463943,1.000000000,0.942787286,0.540350877,0.509435937,1.008647865,93.535438538,17.398574829,0.732408166,0.999999881,-0.000459443,0.000070579,-0.000003220
1479,153.316000000,fused_map_f2f,1,1,0,0.108958897,0.030954425,0.806204366,0.806204366,0.100000000,0.013594642,0.013594642,0.044330535,0.003433670,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.562500000,0.277540317,0.448516127,1.000000000,0.945668135,0.572953737,0.541824092,1.009727470,93.597991943,17.399526596,0.732144237,1.000000000,-0.000186476,0.000069315,-0.000005675
1480,153.439000000,fused_map_f2f,1,1,0,0.110128647,0.025907092,0.801574106,0.801574106,0.100000000,0.013672097,0.013672097,0.044547763,0.003453436,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.560606061,0.237184087,0.431237271,1.000000000,0.945454545,0.552447552,0.522314050,1.009077135,93.680557251,17.399837494,0.732617259,1.000000000,0.000026723,0.000067890,-0.000062037
1481,153.513000000,fused_map_f2f,1,1,0,0.108706943,0.034541855,0.807201683,0.807201683,0.100000000,0.013578073,0.013578073,0.044232640,0.003429442,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.548387097,0.344385676,0.466786529,1.000000000,0.943842365,0.539518900,0.509220795,1.008640693,93.815528870,17.400489807,0.732255697,1.000000000,-0.000067511,0.000077375,0.000005623
1482,153.624000000,fused_map_f2f,1,1,0,0.113030977,0.013723740,0.790085718,0.790085718,0.100000000,0.013868142,0.013868142,0.045168484,0.003503475,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.553846154,0.395302762,0.490428797,1.000000000,0.944963145,0.554385965,0.523874305,1.009129143,93.889053345,17.401277542,0.732591927,1.000000000,0.000107321,0.000072997,-0.000051405
1483,153.716000000,fused_map_f2f,1,1,0,0.110749390,0.068345404,0.799116996,0.799116996,0.096696611,0.013266557,0.013266557,0.043251173,0.003349971,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.523076923,0.289733373,0.429739503,1.000000000,0.945786102,0.540350877,0.511056350,1.008701878,93.980499268,17.400995255,0.732426584,1.000000000,-0.000150434,0.000072016,-0.000006655
1484,153.817000000,fused_map_f2f,1,1,0,0.113166142,0.020140288,0.789550686,0.789550686,0.100000000,0.013877409,0.013877409,0.045193730,0.003505841,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.536231884,0.262357063,0.426681956,1.000000000,0.949604743,0.548736462,0.521082747,1.009036092,94.059646606,17.400428772,0.732697666,1.000000000,-0.000127856,0.000068856,-0.000061430
1485,153.914000000,fused_map_f2f,1,1,0,0.113271439,0.025283960,0.789133888,0.789133888,0.100000000,0.013884637,0.013884637,0.045196078,0.003507686,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.521739130,0.315830631,0.439375730,1.000000000,0.949311024,0.533807829,0.506749657,1.008558322,94.168701172,17.401607513,0.732166052,1.000000000,-0.000065239,0.000063373,-0.000048140
1486,154.032000000,fused_map_f2f,1,1,0,0.115135836,0.024238168,0.781753982,0.781753982,0.100000000,0.014013873,0.014013873,0.045598584,0.003540682,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.587301587,0.421443766,0.520958459,1.000000000,0.949135802,0.530465950,0.503484225,1.008449474,94.270309448,17.400835037,0.732497990,0.999999940,-0.000210159,0.000065352,-0.000047348
1487,154.132000000,fused_map_f2f,1,1,0,0.115698729,0.021012534,0.779525866,0.779525866,0.100000000,0.014053366,0.014053366,0.045719978,0.003550767,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.531250000,0.229942555,0.410727022,1.000000000,0.949704142,0.527972028,0.501417222,1.008380574,94.360092163,17.400985718,0.732508302,1.000000000,-0.000110987,0.000066080,-0.000037639
1488,154.221000000,fused_map_f2f,1,1,0,0.117836026,0.015419174,0.771065730,0.771065730,0.100000000,0.014205370,0.014205370,0.046192292,0.003589586,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.567164179,0.274554509,0.450120311,1.000000000,0.948894349,0.523972603,0.497194642,1.008239821,94.430610657,17.400787354,0.732861817,1.000000000,0.000055157,0.000053026,-0.000065993
1489,154.313000000,fused_map_f2f,1,1,0,0.117853433,0.030885081,0.770996829,0.770996829,0.100000000,0.014206621,0.014206621,0.046191476,0.003589906,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.544117647,1.000000000,0.726470588,1.000000000,0.951399116,0.519163763,0.493931945,1.008131065,94.551185608,17.399950027,0.732124209,1.000000000,-0.000054408,0.000071050,-0.000052314
