seq,stamp,pose_source,f2f_init_used,map_converged,map_degenerate,map_score,f2f_init_score,map_conf_raw,map_conf,f2f_conf,w_f2f_t,w_f2f_r,w_f2f_ax,w_f2f_nonax,prior_mult,prior_hit_ratio,prior_avg_conf,prior_core_hit_ratio,prior_band_hit_ratio,prior_inner_hit_ratio,wall_ratio_inner,wall_relief_inner,wall_r,wall_r_axial_scale,inc_unknown_ratio,inc_stable_ratio,r_inc_static,inc_static_axial_scale,px,py,pz,qw,qx,qy,qz
3289,1713240153.540879965,fused_map_f2f,1,1,0,0.086393080,0.012045894,0.895527391,0.895527391,0.500000000,0.058412945,0.058412945,0.058412945,0.058412945,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.472599737,0.706766917,0.334017859,1.005601191,260.614868164,-115.083358765,0.727245629,-0.648958147,0.003677733,0.013992568,-0.760686576
3290,1713240153.639890194,fused_map_f2f,1,1,0,0.081755608,0.008077133,0.913884052,0.913884052,0.500000000,0.057306876,0.057306876,0.057306876,0.057306876,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.477763100,0.736434109,0.351841043,1.006789403,260.614471436,-115.083992004,0.727511048,-0.649038196,0.003753686,0.013961765,-0.760618448
3291,1713240153.739823341,fused_map_f2f,1,1,0,0.080023198,0.014472972,0.920741509,0.920741509,0.500000000,0.056904356,0.056904356,0.056904356,0.056904356,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.478184222,0.717557252,0.343124556,1.006208304,260.614440918,-115.084205627,0.727864444,-0.649044037,0.003829161,0.014107704,-0.760610461
3292,1713240153.839846611,fused_map_f2f,1,1,0,0.085410927,0.008369596,0.899415082,0.899415082,0.500000000,0.058175145,0.058175145,0.058175145,0.058175145,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.478774617,0.753968254,0.360980862,1.007398724,260.615051270,-115.084648132,0.727488041,-0.648975968,0.003739519,0.014063241,-0.760669708
3293,1713240153.942108393,fused_map_f2f,1,1,0,0.084667905,0.008534270,0.902356210,0.902356210,0.500000000,0.057996527,0.057996527,0.057996527,0.057996527,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.479578393,0.748031496,0.358739743,1.007249316,260.614898682,-115.084289551,0.726928830,-0.648985386,0.003635658,0.013925749,-0.760664701
3294,1713240154.041993380,fused_map_f2f,1,1,0,0.080988259,0.008223052,0.916921474,0.916921474,0.500000000,0.057127885,0.057127885,0.057127885,0.057127885,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.473914950,0.727272727,0.344665418,1.006311028,260.614959717,-115.082405090,0.727227032,-0.648947001,0.003588368,0.013806488,-0.760699868
3295,1713240154.139497757,fused_map_f2f,1,1,0,0.084048192,0.008364642,0.904809240,0.904809240,0.500000000,0.057848388,0.057848388,0.057848388,0.057848388,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.475330396,0.769841270,0.365928956,1.007728597,260.614807129,-115.084136963,0.727943242,-0.648922861,0.003733190,0.013899742,-0.760718226
3296,1713240154.239398003,fused_map_f2f,1,1,0,0.079992360,0.007863606,0.920863574,0.920863574,0.500000000,0.056897242,0.056897242,0.056897242,0.056897242,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.477763100,0.746153846,0.356484775,1.007098985,260.614685059,-115.084243774,0.727115273,-0.648960888,0.003696687,0.013873817,-0.760686338
3297,1713240154.339960098,fused_map_f2f,1,1,0,0.083550532,0.021894966,0.906779144,0.906779144,0.500000000,0.057729972,0.057729972,0.057729972,0.057729972,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.476943347,0.761904762,0.363385407,1.007559027,260.614440918,-115.082382202,0.726503551,-0.649020314,0.003750661,0.014091939,-0.760631442
3298,1713240154.439657211,fused_map_f2f,1,1,0,0.083731106,0.007989838,0.906064373,0.906064373,0.500000000,0.057772883,0.057772883,0.057772883,0.057772883,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.470846120,0.714285714,0.336318657,1.005754577,260.614562988,-115.083213806,0.726367831,-0.649076164,0.003693581,0.014047480,-0.760584772
3299,1713240154.539412975,fused_map_f2f,1,1,0,0.084449947,0.009579048,0.903218961,0.903218961,0.500000000,0.057944339,0.057944339,0.057944339,0.057944339,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.477072310,0.771653543,0.368134539,1.007875636,260.615722656,-115.083763123,0.726404548,-0.649132133,0.003674640,0.014144771,-0.760535300
